KIND OF MEDICINE,Item Name,MRP,Landing Cost,Batch No,Expiry Date,Current Stock,COMPANY,Sales Person,Sale Qty,Sale Rate
pcs,ESOPROL-40,92.4,7.5,G308004T,2025-07-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
pcs,FAMVILA 800MG TAB,375.93,78.75,T252795,2027-08-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
TABLET,IMAFORD 400MG TAB,2100.0,145.6,JIM250502,2027-04-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
VIAL,JOHNLEE MPD 40MG INJ 1ML,44.53,18.9,L25B-01A,2027-07-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
mg,K-CORT INJ,73.0,13.0,L24C-092A,2026-10-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
TABLET,LASIFRU 40MG TAB,9.38,4.99,LAF-2502,2027-04-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
INJ,LEECORT 100MG INJ,47.0,14.96,D25C-02,2027-10-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
INJ,LEECORT 100MG INJ,47.0,14.96,D25E-07,2028-02-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
INJ,LEECORT 100MG INJ,47.0,15.22,D25E-07,2028-02-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
INJ,LEECORT 100MG INJ,47.0,15.22,D25G-04,2028-04-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
INJ,LEECORT 100MG INJ,47.0,15.22,KI25H001B,2027-07-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
INJ,LEECORT 100MG INJ,47.0,15.22,KI25I006,2027-08-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
TABLET,LEEMATE 100MG TAB,100.0,31.5,ET24084,2027-10-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
TABLET,LEEMATE 25MG TAB,80.44,21.0,T250883,2027-03-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
TABLET,LEEMATE 50MG TAB,100.0,26.25,ET24085,2027-10-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
pcs,LEETREXATE-50 INJ 2 ML,104.4,36.75,MTIH25A05-A,2027-07-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
pcs,LEETREXATE-50 INJ 2 ML,104.4,36.75,MTIJ24A05-A,2026-09-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
pcs,LEETREXATE-50 INJ 2 ML,104.4,36.75,MTIK25A07-A,2027-10-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
TABLET,MIDOVINCE 2.5MG TAB,528.0,67.2,ST-241561,2026-12-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
TABLET,MINOXYQURE 5MG TAB,324.0,28.0,DT250838,2027-05-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
INJ,NALOTHRONE INJ 1ML,100.0,12.0,WAJL25002A,2028-03-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
INJ,NEUROFLY 25 INJ 1ML,57.19,14.18,A25F-01A,2028-01-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
INJ,NEUROFLY 25 INJ 1ML,61.0,16.24,A25B-07A,2027-09-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
pcs,OLOITCH-OD EYE DROP,112.5,16.27,SID-25716A,2027-10-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
pcs,ONFORD 4,51.56,4.2,ONR-2503,2027-10-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
VIAL,ONFORD 8MG INJ,24.38,5.25,GA25A-13A,2026-12-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
VIAL,ONFORD 8MG INJ,26.0,5.6,GA25A-13A,2026-12-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
VIAL,ONFORD 8MG INJ,26.0,5.6,GA25D-26B,2027-03-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
TABLET,SITADIET D 100/10MG TAB,253.13,47.25,TB-062523,2027-05-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
TABLET,SITADIET MET 50/1000MG,187.5,49.35,BD250812C,2027-03-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
TABLET,SITADIET MET 50/1000MG,187.5,49.35,BD251470A,2027-06-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
EYE DROPS,TEARFOX EYE DROPS 10ML,127.91,14.18,SID-25486A,2027-08-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
pcs,TIMOFORD -DZ,334.22,47.25,GE25K-06A,2027-10-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
g,VANCOMAX 1G,489.0,489.0,D1112321A,2026-10-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
INJ,VECUPROVE 4MG INJ 2ML,110.0,22.05,L25EL001,2028-01-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
INJ,VECUPROVE 4MG INJ 2ML,110.0,22.05,L25EL006,2028-11-01,0,JOHNLEE PHARMACEUTICALS PVT.LTD..,,,
mg,IMBRUVICA 140 MG,307500.0,240499.98,PHS0000,2027-07-01,0,JOHNSONS,,,
mg,IMBRUVICA 140 MG,328000.0,274999.98,PHS0100,2027-07-01,0,JOHNSONS,,,
mg,IMBRUVICA 140 MG,328000.0,274999.98,PJS0B00,2027-09-01,0,JOHNSONS,,,
pcs,SIMPONI 50MG INJ,26578.13,20500.0,QFS1MMA,2028-05-01,0,JOHNSONS,,,
pcs,SIMPONI 50MG INJ,26578.13,20500.0,QFS1NMA,2028-05-01,0,JOHNSONS,,,
TABLET,JUBIGLIM M 2MG,109.81,83.46,PKECR13,2026-10-01,0,JUBILANT GENERICS LIMITED,,,
pcs,CILNIPINE T,165.83,127.36,AKG01AIA,2027-01-01,0,Jubilant Life Sciences,,,
pcs,CILNIPINE T,165.83,127.36,AKG02AIA,2027-10-01,0,Jubilant Life Sciences,,,
pcs,CILNIPINE T,165.83,128.69,PKECI13,2026-10-01,0,Jubilant Life Sciences,,,
pcs,CILNIPINE T,176.89,128.69,PKECI12,2026-09-01,0,Jubilant Life Sciences,,,
pcs,CILNIPINE T,176.89,135.85,24S3GTA620,2026-06-01,1,Jubilant Life Sciences,,,
TABLET,MOKTEL TAB,231.0,147.61,BST25AA03,2027-06-01,0,KEPLER HEALTHCARE,,,
pcs,BLEOCIN 15 MG,633.0,450.0,LBLA250303,2027-08-01,0,KHANDDELWAL,,,
pcs,MAMOFEN 20MG,27.66,11.5,TTMB250718,2029-06-01,0,KHANDDELWAL,,,
pcs,MAMOFEN 20MG,27.66,11.5,TTMB250719,2029-06-01,0,KHANDDELWAL,,,
pcs,MAMOFEN 20MG,29.5,15.0,TTMB250511,2029-04-01,0,KHANDDELWAL,,,
pcs,RIBOREA 500 MG,113.0,27.3,CHYA250515,2028-04-01,0,KHANDDELWAL,,,
pcs,RIBOREA 500 MG,113.0,27.3,CHYA250518,2028-04-01,0,KHANDDELWAL,,,
VIAL,DOXORUBIN 10MG,180.0,73.5,LDXA250502,2028-04-01,0,KHANDELWAL LABS LTD,,,
1 VIAL,EPICHLOR 50MG INJ,1277.0,650.0,LEPB240903,2027-08-01,0,KHANDELWAL LABS LTD,,,
INJ,VINREL 10MG/1ML INJ,4717.0,1300.01,IVRA250201,2027-01-01,0,KHANDELWAL LABS LTD,,,
1,GEMPOWER 1 GM INJ,5682.0,459.2,LGMB250507,2028-04-01,0,KLAB,,,
pcs,WOMASTIN-450 MG,2654.5,1250.0,ICRB250308,2027-02-01,0,KLAB,,,
pcs,XOLNIC 4 MG,2239.0,85.0,LZLA250101,2027-12-01,0,KLAB,,,
pcs,NIOSALIC OINTMENT,159.0,122.12,AA410,2026-10-01,0,KLM LABORATORIES,,,
pcs,NIOSALIC OINTMENT,174.0,133.64,AA501,2027-03-01,1,KLM LABORATORIES,,,
1 VIAL,DXOCEMEDINE 120MG,13999.0,392.0,KHDT2502C,2027-04-01,0,KREMEDINE HEALTH PVT LTD,,,
1 VIAL,DXOCEMEDINE 80MG,10099.0,280.0,KHDT2502B,2027-04-01,0,KREMEDINE HEALTH PVT LTD,,,
,PEGOMAK 3750IU,38999.0,5775.0,BLI23,2027-03-01,0,KWALITY PHARMACEUTICALS PVT. LTD.,,,
POWDER,GLUTAHENZ POWDER 15GM,196.88,151.2,D2241236,2027-05-01,0,LA RENON HEALTHCARE,,,
CAPSULES,LARETOL 0.25MCG TAB,151.0,115.97,PKNAK82,2026-09-01,0,LA RENON HEALTHCARE,,,
TABLET,SOBISIS FORTE 1000MG TAB,118.13,89.78,D2250469,2028-03-01,0,LA RENON HEALTHCARE,,,
TABLET,SOBISIS FORTE 1000MG TAB,118.13,90.72,D2250534,2028-04-01,0,LA RENON HEALTHCARE,,,
TABLET,SOBISIS FORTE 1000MG TAB,118.13,91.66,D2250212,2028-01-01,0,LA RENON HEALTHCARE,,,
TABLET,SOBISIS FORTE 1000MG TAB,126.0,96.77,D2250090,2027-12-01,0,LA RENON HEALTHCARE,,,
CAPSULES,EVOXIL 500MG CAP,82.3,35.28,LPL24344,2026-11-01,0,LEEFORD HEALTHCARE,,,
CAPSULES,EVOXIL 500MG CAP,82.3,35.28,LPL25035,2027-01-01,0,LEEFORD HEALTHCARE,,,
TABLET,KETOFLY TAB,159.3,31.75,8315003,2027-03-01,0,LEEFORD HEALTHCARE,,,
TABLET,KETOFLY TAB,159.3,36.67,8315003,2027-03-01,0,LEEFORD HEALTHCARE,,,
CREAM,PILOGO CREAM 20GM,99.0,30.24,DLP15002,2027-03-01,0,LEEFORD HEALTHCARE,,,
pcs,ALIMTA 500 MG,31500.0,25400.0,246587L,2027-04-01,0,LILLY,,,
INJ,MOUNJARO KWIKPEN 15MG,25781.25,21510.01,D926174,2027-06-01,0,LILLY,,,
INJ,MOUNJARO KWIKPEN 15MG,25781.25,21900.11,D914670,2027-06-01,0,LILLY,,,
INJ,MOUNJARO KWIKPEN 15MG,25781.25,22499.98,D926174,2027-06-01,0,LILLY,,,
INJ,MOUNJARO KWIKPEN 15MG,25781.25,22500.0,D894569,2027-01-01,0,LILLY,,,
INJ,MOUNJARO KWIKPEN 15MG,25781.25,23500.01,D914670,2027-06-01,0,LILLY,,,
mg,RAMIVEN 150 MG,23876.0,17500.0,D823210,2027-05-01,0,LILLY,,,
CAPSULES,PREGALIFT D 75/30MG CAP,262.1,203.39,PEXBN06,2026-11-01,1,LINUX LABORATORIES,,,
CAPSULES,M STRONG CS CAP,329.85,253.33,S24L012,2026-11-01,0,LIOYD HEALTHCARE PVT LTD,,,
BOTTLE,LIVEASY AUTOMATIC B.P MONITOR,1874.0,863.1,204B,2027-09-01,0,LIVEASY,,,
WATER BAG,LIVEASY HOT WATER BAG BLUE 1L,329.0,178.19,VSILE006,2026-04-01,0,LIVEASY,,,
WATER BAG,LIVEASY HOT WATER BAG BLUE 1L,359.0,194.43,VSILE037,2028-07-01,0,LIVEASY,,,
pcs,AKURIT 4,102.85,78.16,A25053BG,2027-08-01,0,LUPIN,,,
pcs,AKURIT 4,102.85,78.16,A25132SU,2027-06-01,0,LUPIN,,,
pcs,AKURIT 4,102.85,79.8,A25057BG,2027-08-01,660,LUPIN,,,
pcs,AKURIT 4,82.6,82.6,A24054BG,2026-05-01,15,LUPIN,,,
pcs,AKURIT 4,82.6,82.6,A24100SU,2026-04-01,0,LUPIN,,,
pcs,AKURIT 4,82.6,82.6,A24116SU,2026-05-01,0,LUPIN,,,
pcs,AKURIT 4,82.6,82.6,A24133SU,2026-05-01,0,LUPIN,,,
pcs,AKURIT 4,82.6,82.6,AA02094,2026-05-01,0,LUPIN,,,
pcs,AKURIT 4,82.6,82.6,AA02399,2026-05-01,0,LUPIN,,,
pcs,AKURIT 4,109.75,83.38,A25042BG,2027-04-01,0,LUPIN,,,
pcs,AKURIT 4,109.75,83.41,A25038BG,2027-04-01,0,LUPIN,,,
pcs,AKURIT 4,109.75,83.41,A25042BG,2027-04-01,0,LUPIN,,,
pcs,AKURIT 4,109.75,83.41,A25074SU,2027-04-01,0,LUPIN,,,
pcs,AKURIT 4,109.75,83.41,A25120SU,2027-05-01,0,LUPIN,,,
pcs,AKURIT 4,109.75,84.28,A25134SU,2027-06-01,0,LUPIN,,,
pcs,AKURIT 4,109.75,86.04,A25003BG,2026-12-01,0,LUPIN,,,
pcs,AKURIT 4,109.75,86.04,A25015BG,2027-01-01,0,LUPIN,,,
pcs,AKURIT 4,109.75,86.04,A25042BG,2027-04-01,0,LUPIN,,,
pcs,AKURIT 4,109.75,86.04,A25070SU,2026-05-01,0,LUPIN,,,
pcs,AKURIT 4,109.75,86.04,A25074SU,2027-04-01,0,LUPIN,,,
mg,CAATRA-10,8700.0,780.0,CAA-25003,2027-02-01,0,LUPIN,,,
mg,CAATRA-10,785.71,785.71,MD23068A1,2025-04-01,0,LUPIN,,,
mg,CAATRA-10,8700.0,800.0,CAA-25003,2027-02-01,0,LUPIN,,,
pcs,EDASTAR 1.5 MG,1144.4,160.31,BI250222A,2027-08-01,0,LUPIN,,,
pcs,FERINJECT 500MG INJ,3452.06,1230.0,5251022EA,2028-01-01,0,LUPIN,,,
pcs,FERINJECT 500MG INJ,3452.06,1249.99,5212022EB,2028-01-01,0,LUPIN,,,
pcs,FERINJECT 500MG INJ,3452.06,1249.99,5350022EA,2028-02-01,0,LUPIN,,,
pcs,FERINJECT 500MG INJ,3682.2,1419.99,4050122EA,2027-09-01,0,LUPIN,,,
pcs,FERINJECT 500MG INJ,3682.2,1419.99,5350022EA,2028-02-01,0,LUPIN,,,
pcs,FERINJECT 500MG INJ,3682.2,1435.0,4462022EA,2027-03-01,0,LUPIN,,,
pcs,FERINJECT 500MG INJ,3682.2,1435.0,4841022EA,2027-07-01,0,LUPIN,,,
pcs,FERINJECT 500MG INJ,3682.2,1460.0,4050122EA,2027-09-01,0,LUPIN,,,
pcs,FERINJECT 500MG INJ,3682.2,1460.0,4841022EA,2027-07-01,0,LUPIN,,,
pcs,FERINJECT 500MG INJ,3682.2,1470.0,3650022EB,2026-05-01,0,LUPIN,,,
pcs,FERINJECT 500MG INJ,3682.2,1470.0,4462022EA,2027-03-01,0,LUPIN,,,
pcs,FERINJECT 500MG INJ,3682.2,1479.99,4462022EA,2027-03-01,0,LUPIN,,,
pcs,LUPITUX 100MG INJ,9365.63,4700.01,M1242514A,2027-11-01,0,LUPIN,,,
pcs,NEBISTAR 5MG TAB,277.31,215.19,UB01464,2027-05-01,0,LUPIN,,,
pcs,NEBISTAR 5MG TAB,295.8,229.54,UA01097,2027-04-01,0,LUPIN,,,
pcs,R-CIN 300CAPS,52.45,41.78,AB02642,2026-11-01,0,LUPIN,,,
pcs,R-CIN 300CAPS,52.45,43.0,AB03739,2027-01-01,0,LUPIN,,,
pcs,R-CIN 300CAPS,51.6,51.6,AA03955,2026-09-01,0,LUPIN,,,
pcs,R-CIN 300CAPS,51.6,51.6,AA03956,2026-09-01,0,LUPIN,,,
pcs,RIBUTIN CAP,305.15,231.92,AB02203,2027-04-01,0,LUPIN,,,
pcs,RIBUTIN CAP,305.16,231.92,AB02203,2027-04-01,0,LUPIN,,,
pcs,RIBUTIN CAP,305.16,236.8,AB02203,2027-04-01,0,LUPIN,,,
pcs,RIBUTIN CAP,325.5,247.38,AB02203,2027-04-01,0,LUPIN,,,
CAPSULES,CLOPITAB A 150MG CAP,134.4,103.22,JB00863,2026-09-01,0,LUPIN LIMITED.,,,
VIAL,FERINJECT 1GM,5875.45,3050.0,3841022EA,2026-07-01,0,LUPIN LIMITED.,,,
TABLET,IVABRAD 5MG TAB,494.85,380.04,UB00378,2026-12-01,0,LUPIN LIMITED.,,,
TABLET,ONDERO 5MG TAB,174.9,141.04,UB00144,2026-12-01,0,LUPIN LIMITED.,,,
TABLET,ONDERO 5MG TAB,174.9,141.04,UB00446,2026-12-01,0,LUPIN LIMITED.,,,
TABLET,ONDERO 5MG TAB,192.35,155.11,UB01330,2027-05-01,0,LUPIN LIMITED.,,,
TABLET,ONDERO MET 2.5/500MG TAB,143.0,116.52,UB00145,2026-12-01,0,LUPIN LIMITED.,,,
CAPSULES,IT-MAC 100MG CAP,141.11,78.51,18253067A,2027-06-01,0,MACLEODS PHARMACEUTICALS PVT LTD,,,
CAPSULES,IT-MAC 100MG CAP,141.11,78.51,18253785A,2027-08-01,0,MACLEODS PHARMACEUTICALS PVT LTD,,,
TABLET,K-COR 5MG TAB,374.34,287.49,14253850A,2027-08-01,0,MACLEODS PHARMACEUTICALS PVT LTD,,,
TABLET,K-COR 5MG TAB,374.34,290.49,14252952A,2027-06-01,0,MACLEODS PHARMACEUTICALS PVT LTD,,,
TABLET,K-COR 5MG TAB,374.34,290.5,14251329A,2027-02-01,0,MACLEODS PHARMACEUTICALS PVT LTD,,,
pcs,OMNACORTIL 30MG,73.7,52.64,GPI24003A,2026-03-01,0,MACLEODS PHARMACEUTICALS PVT LTD,,,
TABLET,THYROX 25MCG TAB,185.4,143.87,16251284A,2027-08-01,0,MACLEODS PHARMACEUTICALS PVT LTD,,,
mg,DEFCORT 6MG,150.0,115.2,13250336A,2028-01-01,0,MACLEODS PHARMACEUTICALS PVT.LTD.,,,
TABLET,NOBEGLIZ M XR TAB,99.0,76.02,N1AOX014,2026-11-01,0,MANKIND PHARMA,,,
TABLET,NITROLONG 2.6MG,222.13,170.59,B2HSX160,2026-11-01,0,MANKIND PHARMA LTD,,,
TABLET,PANTAKIND TAB,84.75,65.76,G95X019,2026-10-01,0,MANKIND PHARMA LTD,,,
pcs,TELMIKIND -AM,83.49,63.46,C65Y007,2026-12-01,0,MANKIND PHARMA LTD,,,
pcs,TELMIKIND -AM,83.49,64.12,C65Y014,2027-01-01,0,MANKIND PHARMA LTD,,,
pcs,TELMIKIND -AM,86.08,66.1,C65Y050,2027-06-01,0,MANKIND PHARMA LTD,,,
pcs,TELMIKIND -AM,86.08,66.1,C65Y058,2027-07-01,0,MANKIND PHARMA LTD,,,
pcs,TELMIKIND -AM,86.08,66.1,C65Y061,2027-07-01,0,MANKIND PHARMA LTD,,,
pcs,TELMIKIND BETA 50,140.53,107.93,K45Y013,2026-11-01,0,MANKIND PHARMA LTD,,,
pcs,TELMIKIND BETA 50,149.9,115.12,K45Y002,2026-06-01,0,MANKIND PHARMA LTD,,,
pcs,TELMIKIND BETA 50,149.9,115.12,K45Y003,2026-06-01,0,MANKIND PHARMA LTD,,,
pcs,TELMIKIND BETA 50,149.9,115.12,K45Y011,2026-10-01,0,MANKIND PHARMA LTD,,,
pcs,TELMIKIND BETA 50,149.9,116.32,K45X027,2026-05-01,0,MANKIND PHARMA LTD,,,
pcs,TELMIKIND BETA 50,154.58,118.72,K45Y021,2027-01-01,0,MANKIND PHARMA LTD,,,
pcs,TELMIKIND-40,41.25,31.06,B55Y032,2027-05-01,0,MANKIND PHARMA LTD,,,
pcs,TELMIKIND-40,41.25,31.31,B55Y048,2027-09-01,0,MANKIND PHARMA LTD,,,
pcs,TELMIKIND-40,43.26,32.88,B55Y006,2026-12-01,0,MANKIND PHARMA LTD,,,
pcs,TELMIKIND-40,44.01,33.8,B55Y024,2027-04-01,0,MANKIND PHARMA LTD,,,
pcs,TELMIKIND-40,43.26,33.92,B55Y005,2026-12-01,0,MANKIND PHARMA LTD,,,
pcs,TELMIKIND-H,99.22,76.2,B15Y034,2027-03-01,0,MANKIND PHARMA LTD,,,
pcs,TELMIKIND-H,99.22,77.78,B15Y009,2026-12-01,0,MANKIND PHARMA LTD,,,
pcs,TELMIKIND-LN,110.48,84.85,V95X005,2026-08-01,0,MANKIND PHARMA LTD,,,
pcs,TELMIKIND-LN,117.85,89.57,V95X004,2026-06-01,0,MANKIND PHARMA LTD,,,
pcs,TELMIKIND-LN,121.52,93.33,V95Y004,2027-06-01,0,MANKIND PHARMA LTD,,,
pcs,TELMIKIND-LN,129.63,98.52,V95Y001,2027-01-01,0,MANKIND PHARMA LTD,,,
pcs,TELMIKIND-LN,148.58,112.92,B0KFY002,2027-04-01,0,MANKIND PHARMA LTD,,,
pcs,TELMIKIND-LN,158.48,120.44,B0KFY001,2027-02-01,0,MANKIND PHARMA LTD,,,
TABLET,CILAHEART 10MG TAB,153.48,117.87,Q35X005,2026-07-01,0,MANKIND PHARMA PVT LTD,,,
TABLET,CILAHEART 10MG TAB,168.82,129.66,Q35Y001,2027-02-01,0,MANKIND PHARMA PVT LTD,,,
TABLET,GUDCEF 200MG TAB,185.91,118.98,B5AKY074,2027-05-01,0,MANKIND PHARMA PVT LTD,,,
TABLET,GUDCEF 200MG TAB,185.91,142.78,B5AKY074,2027-05-01,0,MANKIND PHARMA PVT LTD,,,
TABLET,MAHACEF 200MG TAB,99.12,63.43,C0AKY038,2027-05-01,0,MANKIND PHARMA PVT LTD,,,
TABLET,PLACIDA TAB,90.46,69.47,D65Y016,2026-12-01,0,MANKIND PHARMA PVT LTD,,,
TABLET,TRICILORY 25MG TAB,116.25,89.28,CMT241806,2026-08-01,0,MED MANOR ORGANICS,,,
TABLET,TRICILORY 25MG TAB,124.0,94.24,CMT241806,2026-08-01,0,MED MANOR ORGANICS,,,
TABLET,TRICILORY 25MG TAB,124.0,96.22,CMT241806,2026-08-01,0,MED MANOR ORGANICS,,,
TABLET,TRICILORY 25MG TAB,136.0,104.45,MT253165,2027-09-01,0,MED MANOR ORGANICS,,,
mg,IBRUMED 140 MG,9720.0,3360.0,02925001,2027-06-01,0,MEDICAMEN BIOTECH,,,
mg,IBRUMED 140 MG,9720.0,3500.0,02925001,2027-06-01,0,MEDICAMEN BIOTECH,,,
mg,IBRUMED 140 MG,9720.0,4032.0,02924001,2026-09-01,0,MEDICAMEN BIOTECH,,,
,OXALVO 100 MG,4832.0,504.0,ADA25110PD,2027-08-01,0,MEDICAMEN BIOTECH,,,
,OXALVO 100 MG,4832.0,535.5,ADA2511OPD,2027-08-01,75,MEDICAMEN BIOTECH,,,
VIAL,BORZOMED 3.5MG,5737.5,609.0,04225001,2027-10-01,0,MEDICAMEN BIOTECH LTD,,,
TABLET,DASAMED 50MG,5400.0,945.0,00924003,2026-09-01,0,MEDICAMEN BIOTECH LTD,,,
TABLET,ETBMED 100MG TAB,4083.0,892.5,ET2510001,2027-09-01,0,MEDICAMEN BIOTECH LTD,,,
TABLET,ETBMED 150MG TAB,6243.0,997.5,ET2515001,2027-09-01,0,MEDICAMEN BIOTECH LTD,,,
VIAL,MED-CARB 150MG,918.0,504.0,ADA2407CPB,2027-04-01,0,MEDICAMEN BIOTECH LTD,,,
VIAL,MED-CARB 450MG,2756.0,1428.0,ADA2509CPC,2027-06-01,0,MEDICAMEN BIOTECH LTD,,,
VIAL,PEMETOMED 500MG INJ,5062.49,577.5,03925001,2027-05-01,0,MEDICAMEN BIOTECH LTD,,,
pcs,SULFORYL M2 TAB,101.5,77.95,LC25A030B,2026-12-01,0,METALIS LIFESCIENCES,,,
pcs,SULFORYL M2 TAB,101.5,77.95,LC25A0310,2026-12-01,0,METALIS LIFESCIENCES,,,
pcs,SULFORYL M2 TAB,101.5,77.95,LC25A031G,2026-12-01,0,METALIS LIFESCIENCES,,,
pcs,SULFORYL M2 TAB,101.5,77.95,LC25D023E,2027-03-01,0,METALIS LIFESCIENCES,,,
TABLET,CALCIMAX FORTE PLUS TAB,293.0,189.47,596T2550,2027-07-01,0,MEYER ORGANICS PVT LTD,,,
TABLET,CALCIMAX FORTE PLUS TAB,313.0,240.38,596T2519,2027-01-01,0,MEYER ORGANICS PVT LTD,,,
pcs,FEROGLOBIN B12,142.5,87.21,685DB2503F,2027-02-01,0,MEYER ORGANICS PVT LTD,,,
pcs,FEROGLOBIN B12,142.5,87.21,685P2502F,2027-03-01,0,MEYER ORGANICS PVT LTD,,,
pcs,FEROGLOBIN B12,142.5,87.21,685P2503F,2027-07-01,0,MEYER ORGANICS PVT LTD,,,
pcs,FEROGLOBIN B12,142.5,91.75,685P2502F,2027-03-01,0,MEYER ORGANICS PVT LTD,,,
pcs,REESHAPE 60,555.0,396.43,357DB2401,2026-01-01,0,MEYER ORGANICS PVT LTD,,,
TABLET,ULTRA D3 10K TAB,214.0,166.07,689SJ2402,2026-09-01,0,MEYER ORGANICS PVT LTD,,,
mg,DOLO 650 MG,33.76,21.6,DOBS3900,2028-12-01,0,MICRO LAB,,,
mg,DOLO 650 MG,33.76,25.92,DOBS3900,2028-12-01,0,MICRO LAB,,,
mg,DOLO 650 MG,33.76,26.19,DOBS3937,2029-01-01,0,MICRO LAB,,,
pcs,AZIDERM 20% GEL,350.0,266.0,049,2027-02-01,0,MICRO LABS,,,
pcs,AZIDERM 20% GEL,350.0,268.8,049,2027-02-01,0,MICRO LABS,,,
pcs,AZIDERM 20% CREAM,371.0,281.96,259,2028-03-01,0,MICRO LABS LIMITED,,,
pcs,BONAIR  AEROSOL INHALATION,105.0,78.75,IG25171,2028-06-01,0,MIDAS CARE,,,
ML,BIPIVAC HEAVY 4 ML,55.5,15.75,NSMP5022,2027-07-01,0,MIR,,,
ML,BIPIVAC HEAVY 4 ML,55.5,22.05,MSMP5004,2027-03-01,0,MIR,,,
pcs,CALBITIN 4MG INJ,5445.0,1120.0,NN5038A,2027-01-01,0,MIRACALUS,,,
pcs,CALBITIN 4MG INJ,5615.1,1155.0,NN25184B,2027-08-01,0,MIRACALUS,,,
pcs,CALBITIN 4MG INJ,5445.0,1232.0,NN5038A,2027-01-01,0,MIRACALUS,,,
VIAL,TACEEDO RTU 20MG INJ,4050.2,145.6,NN4478B,2026-11-01,0,MIRACALUS,,,
VIAL,TACEEDO RTU 80MG INJ,1711.6,392.0,NN4388A,2026-08-01,0,MIRACALUS,,,
VIAL,TACEEDO RTU 80MG INJ,17111.6,392.0,NN4388A,2026-08-01,0,MIRACALUS,,,
mg,TACEEDO 80MG INJ,17111.6,392.0,NN4388A,2026-08-01,0,MIRACULUS PHARMA PVT LTD,,,
pcs,DR MOREPEN GLUCOMETER BG-03,623.44,208.54,AKE067,2030-04-01,0,MOREPEN LABS LTD,,,
pcs,DR MOREPEN GLUCOMETER BG-03,795.0,545.37,AYKI00926,2027-02-01,0,MOREPEN LABS LTD,,,
IU,GARDASIL 9IU,10850.0,7714.29,X010809,2026-01-01,0,MSD,,,
pcs,KEYTRUDA-100MG,216500.0,175999.95,Y020376,2026-08-01,0,MSD,,,
pcs,PNEUMOVAX 23 PFS,2525.0,1975.0,Y011170,2026-04-01,0,MSD,,,
mg,AZADUAL 100 MG,4852.03,892.5,CSF05002B,2027-04-01,0,MSN,,,
TABLET,ALMOTAN 6.25MG TAB,238.88,177.45,BRF03019D,2029-02-01,0,MSN LABORATORIES PVT LTD,,,
TABLET,PULMOFIB 267MG,259.97,197.57,DRE08241A,2027-07-01,0,MSN LABORATORIES PVT LTD,,,
TABLET,REBOPAG 25MG,1650.0,330.4,4RF01050A,2027-12-01,0,MSN LABORATORIES PVT LTD,,,
TABLET,REBOPAG 25MG,1650.0,330.4,4RF04012B,2028-03-01,0,MSN LABORATORIES PVT LTD,,,
TABLET,REBOPAG 50MG TAB,2887.5,582.75,4RF08073A,2028-07-01,0,MSN LABORATORIES PVT LTD,,,
TABLET,REBOPAG 50MG TAB,3080.0,649.6,4RF02064B,2028-01-01,0,MSN LABORATORIES PVT LTD,,,
TABLET,RIOCI 1MG TAB,319.0,242.44,DRF01275A,2027-12-01,0,MSN LABORATORIES PVT LTD,,,
